date,confirmed_sum,differ_confirmed,average,label
2021-11-19,47705269,126271,86209.85714,0
2021-11-20,47752525,47256,86921.42857,0
2021-11-21,47794054,41529,87102.64286,1
2021-11-22,47934950,140896,89500.21429,0
2021-11-23,48026672,91722,90337.64286,1
2021-11-24,48138243,111571,91511.71429,0
2021-11-25,48175300,37057,90038.92857,0
2021-11-26,48229993,54693,83651.21429,0
2021-11-27,48258460,28467,82385.07143,0
2021-11-28,48303583,45123,83186.57143,1
2021-11-29,48488733,185150,87050.35714,1
2021-11-30,48606339,117606,89166.42857,1
2021-12-01,48743340,137001,90923.21429,1
2021-12-02,48881253,137913,93018.21429,1
2021-12-03,49039251,157998,95284.42857,0
2021-12-04,49107059,67808,96752.42857,0
2021-12-05,49163621,56562,97826.21429,1
2021-12-06,49338540,174919,100256.4286,1
2021-12-07,49451008,112468,101738.2857,1
2021-12-08,49600386,149378,104438.7857,1
2021-12-09,49724320,123934,110644.2857,1
2021-12-10,49881735,157415,117981.5714,0
2021-12-11,49939477,57742,120072.6429,0
2021-12-12,49992874,53397,120663.6429,1
2021-12-13,50176127,183253,120528.1429,0
2021-12-14,50289477,113350,120224.1429,1
2021-12-15,50435092,145615,120839.4286,1
2021-12-16,50577283,142191,121145,1
2021-12-17,50769791,192508,123610,0
2021-12-18,50851472,81681,124600.9286,0
2021-12-19,50942391,90919,127055,1
2021-12-20,51183554,241163,131786.7143,1
2021-12-21,51365828,182274,136772.8571,1
2021-12-22,51613682,247854,143806.8571,1
2021-12-23,51888071,274389,154553.6429,1
2021-12-24,52136339,248268,161043.1429,0
2021-12-25,52224654,88315,163226.9286,1
2021-12-26,52408175,183521,172521.5,1
2021-12-27,52914246,506071,195579.9286,1
2021-12-28,53286705,372459,214087.7143,1
2021-12-29,53797725,511020,240188.0714,1
2021-12-30,54395674,597949,272742.2143,1
2021-12-31,54907717,512043,295566.1429,0
2022-01-01,55099948,192231,303462.5714,0
2022-01-02,55396191,296243,318128.5714,1
2022-01-03,56438983,1042792,375387.7857,1
2022-01-04,57267794,828811,421569,1
2022-01-05,57943576,675782,452135.2857,1
2022-01-06,58788182,844606,492865.0714,1
2022-01-07,59667177,878995,537917,0
2022-01-08,60075853,408676,560799.9286,0
2022-01-09,60569265,493412,582935,1
2022-01-10,61923770,1354505,643537.4286,1
2022-01-11,62709985,786215,673091.4286,1
2022-01-12,63563852,853867,697580.5,1
2022-01-13,64429141,865289,716676.2143,1
2022-01-14,65308292,879151,742898.2143,0
2022-01-15,65724593,416301,758903.2143,0
2022-01-16,66210693,486100,772464.4286,0
2022-01-17,66870941,660248,745139.8571,1
2022-01-18,68003787,1132846,766856.6429,1
2022-01-19,68913628,909841,783575.1429,0
2022-01-20,69644507,730879,775451.7857,0
2022-01-21,70450244,805737,770219.0714,0
2022-01-22,70760203,309959,763167.8571,0
2022-01-23,71131122,370919,754418.3571,1
2022-01-24,72039869,908747,722578.5,0
2022-01-25,72532127,492258,701581.5714,0
2022-01-26,73209225,677098,688955.2143,0
2022-01-27,73712510,503285,663097.7857,0
2022-01-28,74325157,612647,644061.7857,0
2022-01-29,74507829,182672,627374,0
2022-01-30,74708840,201011,607010.5,0
2022-01-31,75244152,535312,598086.5,0
2022-02-01,75570589,326437,540485.8571,0
2022-02-02,75897686,327097,498861.2857,0
2022-02-03,76171309,273623,466200.1429,0
2022-02-04,76526048,354739,433986,0
2022-02-05,76614468,88420,418161.7857,0
2022-02-06,76699490,85022,397740.5714,0
2022-02-07,77042080,342590,357300.7857,0
2022-02-08,77255897,213817,337412.1429,0
2022-02-09,77443048,187151,302415.9286,0
2022-02-10,77613413,170365,278635.9286,0
2022-02-11,77821582,208169,249744.6429,0
2022-02-12,77874376,52794,240467.6429,0
2022-02-13,77933572,59196,230338,0
2022-02-14,78100771,167199,204044.2143,0
2022-02-15,78211154,110383,188611.7857,0
2022-02-16,78324961,113807,173376.7857,0
2022-02-17,78426229,101268,161065.7143,0
2022-02-18,78570116,143887,146004.8571,0
2022-02-19,78602274,32158,141986.1429,0
2022-02-20,78625816,23542,137594.7143,0
2022-02-21,78705461,79645,118812.9286,0
2022-02-22,78794643,89182,109910.4286,0
2022-02-23,78878687,84044,102545.6429,0
2022-02-24,78945215,66528,95128.71429,0
2022-02-25,79018857,73642,85519.64286,0
2022-02-26,79066699,47842,85165.92857,0
2022-02-27,79085232,18533,82261.42857,1
2022-02-28,79181996,96764,77230.35714,0
2022-03-01,79228450,46454,72664,0
2022-03-02,79281474,53024,68322.35714,0
2022-03-03,79329961,48487,64552.28571,0
2022-03-04,79380604,50643,57892,0
2022-03-05,79395871,15267,56685.5,0
2022-03-06,79408495,12624,55905.64286,0
2022-03-07,79469829,61334,54597.71429,0
2022-03-08,79499165,29336,50323,0
2022-03-09,79536060,36895,46955.21429,0
2022-03-10,79581728,45668,45465.21429,0
2022-03-11,79630488,48760,43687.92857,0
2022-03-12,79641006,10518,41021.92857,0
2022-03-13,79652314,11308,40505.85714,0
2022-03-14,79686584,34270,36042,0
2022-03-15,79710097,23513,34403.35714,1
2022-03-16,79761332,51235,34275.57143,1
2022-03-17,79813357,52025,34528.28571,0
2022-03-18,79844989,31632,33170.35714,0
2022-03-19,79856111,11122,32874.28571,0
2022-03-20,79867776,11665,32805.78571,1
2022-03-21,79908821,41045,31356.57143,0
2022-03-22,79930050,21229,30777.5,1
2022-03-23,79969950,39900,30992.14286,1
2022-03-24,80012001,42051,30733.78571,1
2022-03-25,80056416,44415,30423.42857,0
2022-03-26,80066111,9695,30364.64286,0
2022-03-27,80078147,12036,30416.64286,1
2022-03-28,80115859,37712,30662.5,0
2022-03-29,80138918,23059,30630.07143,1
2022-03-30,80177035,38117,29693.07143,1
2022-03-31,80221585,44550,29159.14286,0
2022-04-01,80252748,31163,29125.64286,0
2022-04-02,80264828,12080,29194.07143,0
2022-04-03,80269842,5014,28719,1
2022-04-04,80307960,38118,28509.92857,0
2022-04-05,80332930,24970,28777.14286,1
2022-04-06,80372860,39930,28779.28571,1
2022-04-07,80422532,49672,29323.64286,1
2022-04-08,80495710,73178,31378.14286,0
2022-04-09,80508766,13056,31618.21429,0
2022-04-10,80518573,9807,31459,1
2022-04-11,80556687,38114,31487.71429,1
2022-04-12,80591910,35223,32356.57143,1
2022-04-13,80647978,56068,33638.78571,1
2022-04-14,80695831,47853,33874.71429,0
2022-04-15,80730300,34469,34110.85714,0
2022-04-16,80743119,12819,34163.64286,0
2022-04-17,80751042,7923,34371.42857,1
2022-04-18,80810593,59551,35902.35714,0
2022-04-19,80849092,38499,36868.71429,1
2022-04-20,80916866,67774,38857.57143,1
2022-04-21,80977349,60483,39629.78571,1
2022-04-22,81065925,88576,40729.64286,0
2022-04-23,81086628,20703,41275.85714,0
2022-04-24,81100611,13983,41574.14286,1
2022-04-25,81168415,67804,43694.85714,0
2022-04-26,81213305,44890,44385.35714,1
2022-04-27,81303117,89812,46795.64286,1
2022-04-28,81380091,76974,48875.71429,1
2022-04-29,81441344,61253,50788.85714,0
2022-04-30,81466441,25097,51665.85714,0
2022-05-01,81483804,17363,52340.14286,1
2022-05-02,81577677,93873,54791.71429,0
2022-05-03,81627341,49664,55589.21429,1
2022-05-04,81739690,112349,58773.14286,1
2022-05-05,81827903,88213,60753.85714,1
2022-05-06,81956955,129052,63645,0
2022-05-07,81986006,29051,64241.28571,0
2022-05-08,81992619,6613,63714.85714,1
2022-05-09,82121797,129178,68098.71429,0
2022-05-10,82192316,70519,69929.35714,1
2022-05-11,82353337,161021,75015.71429,1
2022-05-12,82458677,105340,77041.85714,1
2022-05-13,82545938,87261,78899.57143,0
2022-05-14,82564426,18488,78427.5,0
2022-05-15,82597555,33129,79553.64286,1
2022-05-16,82774479,176924,85485.85714,0
2022-05-17,82859805,85326,88033.14286,1
2022-05-18,83063638,203833,94567.71429,1
2022-05-19,83199187,135549,97948.85714,1
2022-05-20,83347968,148781,99358.07143,0
2022-05-21,83376122,28154,99294,0
2022-05-22,83389299,13177,99762.85714,1
2022-05-23,83538499,149200,101193,0
2022-05-24,83622359,83860,102145.9286,1
2022-05-25,83833099,210740,105697.2857,1
2022-05-26,83968629,135530,107853.7143,0
2022-05-27,84076461,107832,109323.0714,0
2022-05-28,84090734,14273,109022,0
2022-05-29,84097861,7127,107164.7143,0
2022-05-30,84160373,62512,98992.42857,1
2022-05-31,84327544,167171,104838.5,1
2022-06-01,84556267,228723,106616.3571,1
2022-06-02,84678587,122320,105671.4286,1
2022-06-03,84835573,156986,106257.5,0
2022-06-04,84863718,28145,106256.8571,0
2022-06-05,84880100,16382,106485.7857,1
2022-06-06,85039922,159822,107244.5,0
2022-06-07,85126555,86633,107442.5714,1
2022-06-08,85325154,198599,106575.3571,1
2022-06-09,85457093,131939,106318.8571,0
2022-06-10,85563254,106161,106199.5,0
2022-06-11,85598649,35395,107708.2143,0
2022-06-12,85616523,17874,108475.8571,1
2022-06-13,85768092,151569,114837.0714,0
2022-06-14,85858269,90177,109337.5,1
2022-06-15,86043157,184888,106206.4286,1
2022-06-16,86173188,130031,106757.2143,1
2022-06-17,86312000,138812,105459.0714,0
2022-06-18,86329794,17794,104719.7143,0
2022-06-19,86347944,18150,104846,0
2022-06-20,86443987,96043,100290.3571,1
2022-06-21,86555173,111186,102044.1429,1
2022-06-22,86740533,185360,101098.5,1
2022-06-23,86879240,138707,101581.9286,1
2022-06-24,86996447,117207,102370.9286,0
2022-06-25,87037562,41115,102779.5,0
2022-06-26,87060024,22462,103107.2143,1
2022-06-27,87219959,159935,103704.7857,0
2022-06-28,87317769,97810,104250,1
2022-06-29,87507662,189893,104607.5,1
2022-06-30,87675415,167753,107301.9286,1
2022-07-01,87832253,156838,108589.5,0
2022-07-02,87852832,20579,108788.4286,0
2022-07-03,87861491,8659,108110.5,0
2022-07-04,87937948,76457,106711.5,1
2022-07-05,88079364,141416,108870.7857,1
2022-07-06,88279768,200404,109945.3571,1
2022-07-07,88418829,139061,109970.6429,1
2022-07-08,88556536,137707,111434.9286,0
2022-07-09,88585837,29301,110591.0714,0
2022-07-10,88610605,24768,110755.7857,1
2022-07-11,88811480,200875,113680.0714,1
2022-07-12,88959681,148201,117279.4286,1
2022-07-13,89163998,204317,118309.7143,1
2022-07-14,89339450,175452,118859.6429,1
2022-07-15,89492643,153193,118599.2857,0
2022-07-16,89532095,39452,119947.3571,0
2022-07-17,89561931,29836,121460,1
2022-07-18,89726778,164847,127773.5714,0
2022-07-19,89843975,117197,126043.6429,1
2022-07-20,90060378,216403,127186.4286,1
2022-07-21,90236138,175760,129807.7857,0
2022-07-22,90367542,131404,129357.5714,0
2022-07-23,90394143,26601,129164.7143,0
2022-07-24,90417634,23491,129073.5,1
2022-07-25,90607493,189859,128286.6429,0
2022-07-26,90739588,132095,127136.2143,1
2022-07-27,90979365,239777,129669.0714,1
2022-07-28,91156742,177377,129806.5714,1
2022-07-29,91315977,159235,130238.1429,0
2022-07-30,91332204,16227,128579.2143,0
2022-07-31,91345425,13221,127392.4286,1
2022-08-01,91515236,169811,127747,0
2022-08-02,91606171,90935,125871.1429,1
2022-08-03,91806570,200399,124728,1
2022-08-04,91993893,187323,125553.9286,0
2022-08-05,92100011,106118,123747.7857,0
2022-08-06,92115152,15141,122929.2143,0
2022-08-07,92127889,12737,122161.0714,1
2022-08-08,92283082,155193,119684.9286,0
2022-08-09,92382841,99759,117375.2143,1
2022-08-10,92579320,196479,114282.5,1
2022-08-11,92742297,162977,113253.9286,0
2022-08-12,92838951,96654,108783.8571,0
2022-08-13,92922767,83816,113611.6429,0
2022-08-14,92932588,9821,113368.7857,0
2022-08-15,93055285,122697,110003.5,0
2022-08-16,93147062,91777,110063.6429,1
2022-08-17,93283935,136873,105526.0714,1
2022-08-18,93433063,149128,102797.8571,0
2022-08-19,93510612,77549,100757.2143,0
2022-08-20,93521828,11216,100476.8571,0
2022-08-21,93531703,9875,100272.4286,1
2022-08-22,93660652,128949,98397.85714,0
2022-08-23,93759938,99286,98364.07143,1
2022-08-24,93911627,151689,95164.78571,1
2022-08-25,94051288,139661,93499.35714,1
2022-08-26,94172008,120720,95218.35714,0
2022-08-27,94183881,11873,90079.57143,0
2022-08-28,94192404,8523,89986.85714,1
2022-08-29,94298521,106117,88802.57143,0
2022-08-30,94374035,75514,87640.92857,1
2022-08-31,94528255,154220,88880,1
2022-09-01,94659072,130817,87572.07143,0
2022-09-02,94723711,64639,86649.92857,0
2022-09-03,94735199,11488,86669.35714,0
2022-09-04,94742681,7482,86498.42857,0
2022-09-05,94776356,33675,79693.14286,1
2022-09-06,94888803,112447,80633.21429,1
2022-09-07,95012774,123971,78653.35714,1
2022-09-08,95119998,107224,76336.42857,1
2022-09-09,95220758,100760,74910.71429,0
2022-09-10,95230918,10160,74788.35714,0
2022-09-11,95239962,9044,74825.57143,0
2022-09-12,95309350,69388,72202.07143,1
2022-09-13,95389023,79673,72499.14286,1
2022-09-14,95492224,103201,68854.92857,1
2022-09-15,95575861,83637,65484.92857,0
2022-09-16,95632097,56236,64884.71429,0
2022-09-17,95640668,8571,64676.35714,0
2022-09-18,95646159,5491,64534.14286,0
2022-09-19,95701850,55691,66106.71429,0
2022-09-20,95771112,69262,63022.07143,1
2022-09-21,95869476,98364,61193,1
2022-09-22,95950546,81070,59324.85714,1
2022-09-23,96033830,83284,58076.57143,0
2022-09-24,96043588,9758,58047.85714,0
2022-09-25,96050333,6745,57883.64286,0
2022-09-26,96095885,45552,56181.07143,0
2022-09-27,96156934,61049,54850.78571,1
2022-09-28,96243479,86545,53661.07143,1
2022-09-29,96328015,84536,53725.28571,0
2022-09-30,96361580,33565,52105.92857,0
2022-10-01,96369625,8045,52068.35714,0
2022-10-02,96375509,5884,52096.42857,0
2022-10-03,96416999,41490,51082.07143,0
2022-10-04,96472358,55359,50089,1
2022-10-05,96543735,71377,48161.35714,1
2022-10-06,96604699,60964,46725.21429,1
2022-10-07,96663035,58336,44943.21429,0
2022-10-08,96670876,7841,44806.28571,0
2022-10-09,96676516,5640,44727.35714,0
2022-10-10,96699589,23073,43121.71429,1
2022-10-11,96760434,60845,43107.14286,1
2022-10-12,96825135,64701,41546.85714,1
2022-10-13,96888756,63621,40052.92857,0
2022-10-14,96915830,27074,39589.28571,0
2022-10-15,96921917,6087,39449.42857,0
2022-10-16,96928733,6816,39516,0
2022-10-17,96967685,38952,39334.71429,1
2022-10-18,97011349,43664,38499.35714,1
2022-10-19,97072048,60699,37736.64286,1
2022-10-20,97129478,57430,37484.21429,1
2022-10-21,97175604,46126,36612.07143,0
2022-10-22,97181092,5488,36444,0
2022-10-23,97189727,8635,36657.92857,0
2022-10-24,97229112,39385,37823.07143,1
2022-10-25,97272915,43803,36605.78571,1
2022-10-26,97344455,71540,37094.28571,1
2022-10-27,97403798,59343,36788.71429,0
2022-10-28,97434240,30442,37029.28571,0
2022-10-29,97443365,9125,37246.28571,0
2022-10-30,97446797,3432,37004.57143,1
2022-10-31,97491766,44969,37434.35714,1
2022-11-01,97540736,48970,37813.35714,1
2022-11-02,97614775,74039,38766.21429,1
2022-11-03,97685617,70842,39724.21429,0
2022-11-04,97724326,38709,39194.42857,0
2022-11-05,97729627,5301,39181.07143,0
2022-11-06,97737758,8131,39145.07143,0
2022-11-07,97778436,40678,39237.42857,0
2022-11-08,97809892,31456,38355.5,1
2022-11-09,97907217,97325,40197.28571,1
2022-11-10,97973552,66335,40696.71429,0
2022-11-11,97986735,13183,39463.92857,0
2022-11-12,97992007,5272,39188.71429,0
2022-11-13,97994653,2646,39132.57143,1
2022-11-14,98045066,50413,39521.42857,1
2022-11-15,98104944,59878,40300.57143,1
2022-11-16,98189692,84748,41065.5,1
2022-11-17,98243790,54098,39869.5,1
2022-11-18,98299385,55595,41075.64286,0
2022-11-19,98304397,5012,41055,0
2022-11-20,98308346,3949,40756.28571,0
2022-11-21,98352864,44518,41030.57143,1
2022-11-22,98409179,56315,42806.21429,1
2022-11-23,98522619,113440,43957.28571,0
2022-11-24,98538940,16321,40384.85714,0
2022-11-25,98561273,22333,41038.42857,0
2022-11-26,98564574,3301,40897.64286,0
2022-11-27,98570524,5950,41133.64286,1
2022-11-28,98632854,62330,41984.85714,1
2022-11-29,98700309,67455,42526.07143,1
2022-11-30,98813321,113012,44544.92857,1
2022-12-01,98903928,90607,47152.71429,1
2022-12-02,98968313,64385,47780.57143,0
2022-12-03,98975438,7125,47931.5,0
2022-12-04,98980990,5552,48046,1
2022-12-05,99038798,57808,48995.28571,1
2022-12-06,99133789,94991,51757.85714,1
2022-12-07,99279229,145440,54043.57143,1
2022-12-08,99378455,99226,59965.35714,0
2022-12-09,99414998,36543,60980.35714,0
2022-12-10,99422186,7188,61258,0
2022-12-11,99428500,6314,61284,0
2022-12-12,99487847,59347,61070.92857,1
2022-12-13,99581078,93231,62912.07143,1
2022-12-14,99729246,148168,65423.21429,1
2022-12-15,99841367,112121,66959.92857,0
2022-12-16,99895955,54588,66260.14286,0
2022-12-17,99902767,6812,66237.78571,0
2022-12-18,99908625,5858,66259.64286,0
2022-12-19,99969013,60388,66443.92857,1
2022-12-20,100050937,81924,65510.57143,1
2022-12-21,100233060,182123,68130.78571,1
2022-12-22,100329204,96144,67910.64286,0
2022-12-23,100368433,39229,68102.5,0
2022-12-24,100374955,6522,68054.92857,0
2022-12-25,100378169,3214,67833.5,0
2022-12-26,100390601,12432,64482.42857,1
2022-12-27,100501536,110935,65747,1
2022-12-28,100614880,113344,63259.57143,1
2022-12-29,100718983,104103,62686.85714,0
2022-12-30,100757380,38397,61530.35714,0
2022-12-31,100765333,7953,61611.85714,0
2023-01-01,100769628,4295,61500.21429,0
2023-01-02,100777938,8310,57780.35714,1
2023-01-03,100866744,88806,58271.92857,1
2023-01-04,101064860,198116,59414.28571,1
2023-01-05,101196089,131229,61920.35714,0
2023-01-06,101261277,65188,63774.57143,0
2023-01-07,101267132,5855,63726.92857,0
2023-01-08,101272842,5710,63905.21429,0
2023-01-09,101315853,43011,66089.42857,1
2023-01-10,101399138,83285,64114.42857,1
2023-01-11,101538756,139618,65991.14286,0
2023-01-12,101603736,64980,63196.64286,0
2023-01-13,101637051,33315,62833.64286,0
2023-01-14,101642336,5285,62643.07143,0
2023-01-15,101645654,3318,62573.28571,0
2023-01-16,101653171,7517,62516.64286,1
2023-01-17,101734426,81255,61977.28571,1
2023-01-18,101863056,128630,57014,1
2023-01-19,101954244,91188,54153.92857,0
2023-01-20,101991763,37519,52177.57143,0
2023-01-21,101996891,5128,52125.64286,0
2023-01-22,102000179,3288,51952.64286,0
2023-01-23,102031232,31053,51098.5,0
2023-01-24,102086966,55734,49130.57143,1
2023-01-25,102189274,102308,46465.57143,1
2023-01-26,102253390,64116,46403.85714,0
2023-01-27,102270311,16921,45232.85714,0
2023-01-28,102274906,4595,45183.57143,0
2023-01-29,102278398,3492,45196,0
2023-01-30,102307529,29131,46739.85714,1
2023-01-31,102362870,55341,44888.85714,1
2023-02-01,102479379,116509,44023.07143,1
2023-02-02,102561054,81675,43343.57143,0
2023-02-03,102599784,38730,43430.07143,0
2023-02-04,102603942,4158,43360.78571,0
2023-02-05,102606868,2926,43334.92857,0
2023-02-06,102631179,24311,42853.35714,0
2023-02-07,102676694,45515,42123.42857,1
2023-02-08,102760211,83517,40781.21429,1
2023-02-09,102842061,81850,42047.92857,0
2023-02-10,102855101,13040,41770.71429,0
2023-02-11,102859510,4409,41757.42857,0
2023-02-12,102862879,3369,41748.64286,0
2023-02-13,102886005,23126,41319.71429,1
2023-02-14,102934224,48219,40811,1
2023-02-15,103023231,89007,38846.57143,1
2023-02-16,103083910,60679,37346.85714,1
2023-02-17,103131898,47988,38008.14286,0
2023-02-18,103134605,2707,37904.5,0
2023-02-19,103136077,1472,37800.64286,0
2023-02-20,103138119,2042,36210,1
2023-02-21,103198669,60550,37283.92857,1
2023-02-22,103308832,110163,39187.21429,1
2023-02-23,103365511,56679,37389.28571,0
2023-02-24,103378408,12897,37379.07143,0
2023-02-25,103381157,2749,37260.5,0
2023-02-26,103382763,1606,37134.57143,0
2023-02-27,103399827,17064,36701.57143,1
2023-02-28,103443455,43628,36373.64286,1
2023-03-01,103533872,90417,36474.35714,1
2023-03-02,103589757,55885,36131.92857,1
2023-03-03,103648690,58933,36913.71429,0
2023-03-04,103650837,2147,36873.71429,0
2023-03-05,103646975,-3862,36492.71429,0
2023-03-06,103655539,8564,36958.57143,0
2023-03-07,103690910,35371,35160.07143,1
2023-03-08,103755771,64861,31924.21429,1
2023-03-09,103802702,46931,31227.92857,0
